"","x"
"1160","CearaRiseStack"
"1161","CearaRiseStack"
"1162","CearaRiseStack"
"1163","121-758"
"1164","138-851"
"1165","CearaRiseStack"
"1166","CearaRiseStack"
"1167","CearaRiseStack"
"1168","CearaRiseStack"
"1169","CearaRiseStack"
"1170","CearaRiseStack"
"1171","CearaRiseStack"
"1172","CearaRiseStack"
"1173","CearaRiseStack"
"1174","CearaRiseStack"
"1175","CearaRiseStack"
"1176","CearaRiseStack"
"1177","CearaRiseStack"
"1178","CearaRiseStack"
"1179","CearaRiseStack"
"1180","CearaRiseStack"
"1181","CearaRiseStack"
"1182","CearaRiseStack"
"1183","CearaRiseStack"
"1184","CearaRiseStack"
"1185","CearaRiseStack"
"1186","CearaRiseStack"
"1187","CearaRiseStack"
"1188","CearaRiseStack"
"1189","CearaRiseStack"
"1190","CearaRiseStack"
"1191","121-758"
"1192","121-758"
"1193","138-851"
"1194","138-851"
"1195","CearaRiseStack"
"1196","CearaRiseStack"
"1197","CearaRiseStack"
"1198","CearaRiseStack"
"1199","CearaRiseStack"
"1200","CearaRiseStack"
"1201","CearaRiseStack"
"1202","CearaRiseStack"
"1203","CearaRiseStack"
"1204","CearaRiseStack"
"1205","CearaRiseStack"
"1206","CearaRiseStack"
"1207","CearaRiseStack"
"1208","CearaRiseStack"
"1209","CearaRiseStack"
"1210","CearaRiseStack"
"1211","CearaRiseStack"
"1212","CearaRiseStack"
"1213","CearaRiseStack"
"1214","CearaRiseStack"
"1215","CearaRiseStack"
"1216","CearaRiseStack"
"1217","CearaRiseStack"
"1218","CearaRiseStack"
"1219","CearaRiseStack"
"1220","CearaRiseStack"
"1221","CearaRiseStack"
"1222","CearaRiseStack"
"1223","CearaRiseStack"
"1224","CearaRiseStack"
"1225","CearaRiseStack"
"1226","CearaRiseStack"
"1227","CearaRiseStack"
"1228","121-758"
"1229","121-758"
"1230","138-851"
"1231","138-851"
"1232","CearaRiseStack"
"1233","CearaRiseStack"
"1234","CearaRiseStack"
"1235","CearaRiseStack"
"1236","CearaRiseStack"
"1237","CearaRiseStack"
"1238","CearaRiseStack"
"1239","CearaRiseStack"
"1240","CearaRiseStack"
"1241","CearaRiseStack"
"1242","CearaRiseStack"
"1243","CearaRiseStack"
"1244","CearaRiseStack"
"1245","CearaRiseStack"
"1246","CearaRiseStack"
"1247","CearaRiseStack"
"1248","CearaRiseStack"
"1249","CearaRiseStack"
"1250","CearaRiseStack"
"1251","925"
"1252","121-758"
"1253","138-851"
"1254","CearaRiseStack"
"1255","CearaRiseStack"
"1256","CearaRiseStack"
"1257","CearaRiseStack"
"1258","CearaRiseStack"
"1259","CearaRiseStack"
"1260","CearaRiseStack"
"1261","CearaRiseStack"
"1262","CearaRiseStack"
"1263","CearaRiseStack"
"1264","CearaRiseStack"
"1265","CearaRiseStack"
"1266","CearaRiseStack"
"1267","CearaRiseStack"
"1268","CearaRiseStack"
"1269","121-758"
"1270","121-758"
"1271","138-851"
"1272","CearaRiseStack"
"1273","CearaRiseStack"
"1274","CearaRiseStack"
"1275","CearaRiseStack"
"1276","CearaRiseStack"
"1277","CearaRiseStack"
"1278","CearaRiseStack"
"1279","CearaRiseStack"
"1280","CearaRiseStack"
"1281","CearaRiseStack"
"1282","CearaRiseStack"
"1283","CearaRiseStack"
"1284","CearaRiseStack"
"1285","121-758"
"1286","121-758"
"1287","138-851"
"1288","138-851"
"1289","CearaRiseStack"
"1290","CearaRiseStack"
"1291","CearaRiseStack"
"1292","CearaRiseStack"
"1293","CearaRiseStack"
"1294","CearaRiseStack"
"1295","CearaRiseStack"
"1296","CearaRiseStack"
"1297","CearaRiseStack"
"1298","CearaRiseStack"
"1299","CearaRiseStack"
"1300","121-758"
"1301","138-851"
"1302","138-851"
"1303","CearaRiseStack"
"1304","CearaRiseStack"
"1305","CearaRiseStack"
"1306","CearaRiseStack"
"1307","CearaRiseStack"
"1308","CearaRiseStack"
"1309","CearaRiseStack"
"1310","CearaRiseStack"
"1311","CearaRiseStack"
"1312","CearaRiseStack"
"1313","CearaRiseStack"
"1314","CearaRiseStack"
"1315","CearaRiseStack"
"1316","CearaRiseStack"
"1317","CearaRiseStack"
"1318","121-758"
"1319","121-758"
"1320","138-851"
"1321","138-851"
"1322","CearaRiseStack"
"1323","CearaRiseStack"
"1324","CearaRiseStack"
"1325","CearaRiseStack"
"1326","CearaRiseStack"
"1327","CearaRiseStack"
"1328","CearaRiseStack"
"1329","CearaRiseStack"
"1330","CearaRiseStack"
"1331","138-851"
"1332","138-851"
"1333","CearaRiseStack"
"1334","CearaRiseStack"
"1335","CearaRiseStack"
"1336","CearaRiseStack"
"1337","CearaRiseStack"
"1338","CearaRiseStack"
"1339","CearaRiseStack"
"1340","CearaRiseStack"
"1341","CearaRiseStack"
"1342","CearaRiseStack"
"1343","CearaRiseStack"
"1344","CearaRiseStack"
"1345","CearaRiseStack"
"1346","CearaRiseStack"
"1347","CearaRiseStack"
"1348","CearaRiseStack"
"1349","CearaRiseStack"
"1350","121-758"
"1351","138-851"
"1352","138-851"
"1353","CearaRiseStack"
"1354","CearaRiseStack"
"1355","CearaRiseStack"
"1356","CearaRiseStack"
"1357","CearaRiseStack"
"1358","CearaRiseStack"
"1359","CearaRiseStack"
"1360","CearaRiseStack"
"1361","CearaRiseStack"
"1362","CearaRiseStack"
"1363","CearaRiseStack"
"1364","CearaRiseStack"
"1365","CearaRiseStack"
"1366","CearaRiseStack"
"1367","CearaRiseStack"
"1368","CearaRiseStack"
"1369","CearaRiseStack"
"1370","CearaRiseStack"
"1371","121-758"
"1372","138-851"
"1373","CearaRiseStack"
"1374","CearaRiseStack"
"1375","CearaRiseStack"
"1376","CearaRiseStack"
"1377","CearaRiseStack"
"1378","CearaRiseStack"
"1379","CearaRiseStack"
"1380","CearaRiseStack"
"1381","CearaRiseStack"
"1382","CearaRiseStack"
"1383","CearaRiseStack"
"1384","CearaRiseStack"
"1385","CearaRiseStack"
"1386","CearaRiseStack"
"1387","CearaRiseStack"
"1388","CearaRiseStack"
"1389","121-758"
"1390","121-758"
"1391","138-851"
"1392","138-851"
"1393","CearaRiseStack"
"1394","CearaRiseStack"
"1395","CearaRiseStack"
"1396","CearaRiseStack"
"1397","CearaRiseStack"
"1398","CearaRiseStack"
"1399","CearaRiseStack"
"1400","CearaRiseStack"
"1401","CearaRiseStack"
"1402","CearaRiseStack"
"1403","CearaRiseStack"
"1404","CearaRiseStack"
"1405","CearaRiseStack"
"1406","CearaRiseStack"
"1407","CearaRiseStack"
"1408","CearaRiseStack"
"1409","121-758"
"1410","121-758"
"1411","138-851"
"1412","CearaRiseStack"
"1413","CearaRiseStack"
"1414","CearaRiseStack"
"1415","CearaRiseStack"
"1416","CearaRiseStack"
"1417","CearaRiseStack"
"1418","CearaRiseStack"
"1419","CearaRiseStack"
"1420","CearaRiseStack"
"1421","CearaRiseStack"
"1422","CearaRiseStack"
"1423","121-758"
"1424","138-851"
"1425","138-851"
"1426","CearaRiseStack"
"1427","CearaRiseStack"
"1428","CearaRiseStack"
"1429","CearaRiseStack"
"1430","CearaRiseStack"
"1431","CearaRiseStack"
"1432","CearaRiseStack"
"1433","CearaRiseStack"
"1434","CearaRiseStack"
"1435","CearaRiseStack"
"1436","121-758"
"1437","121-758"
"1438","138-851"
"1439","138-851"
"1440","138-851"
"1441","CearaRiseStack"
"1442","CearaRiseStack"
"1443","CearaRiseStack"
"1444","CearaRiseStack"
"1445","CearaRiseStack"
"1446","CearaRiseStack"
"1447","CearaRiseStack"
"1448","CearaRiseStack"
"1449","CearaRiseStack"
"1450","CearaRiseStack"
"1451","CearaRiseStack"
"1452","CearaRiseStack"
"1453","CearaRiseStack"
"1454","CearaRiseStack"
"1455","121-758"
"1456","121-758"
"1457","138-851"
"1458","CearaRiseStack"
"1459","CearaRiseStack"
"1460","CearaRiseStack"
"1461","CearaRiseStack"
"1462","CearaRiseStack"
"1463","CearaRiseStack"
"1464","CearaRiseStack"
"1465","CearaRiseStack"
"1466","CearaRiseStack"
"1467","CearaRiseStack"
"1468","CearaRiseStack"
"1469","CearaRiseStack"
"1470","CearaRiseStack"
"1471","121-758"
"1472","121-758"
"1473","138-851"
"1474","138-851"
"1475","CearaRiseStack"
"1476","CearaRiseStack"
"1477","CearaRiseStack"
"1478","CearaRiseStack"
"1479","CearaRiseStack"
"1480","CearaRiseStack"
"1481","121-758"
"1482","121-758"
"1483","138-851"
"1484","138-851"
"1485","CearaRiseStack"
"1486","CearaRiseStack"
"1487","CearaRiseStack"
"1488","CearaRiseStack"
"1489","CearaRiseStack"
"1490","CearaRiseStack"
"1491","CearaRiseStack"
"1492","CearaRiseStack"
"1493","138-851"
"1494","138-851"
"1495","CearaRiseStack"
"1496","CearaRiseStack"
"1497","CearaRiseStack"
"1498","CearaRiseStack"
"1499","CearaRiseStack"
"1500","CearaRiseStack"
"1501","CearaRiseStack"
"1502","CearaRiseStack"
"1503","CearaRiseStack"
"1504","CearaRiseStack"
"1505","121-758"
"1506","121-758"
"1507","138-851"
"1508","138-851"
"1509","CearaRiseStack"
"1510","CearaRiseStack"
"1511","CearaRiseStack"
"1512","CearaRiseStack"
"1513","CearaRiseStack"
"1514","CearaRiseStack"
"1515","CearaRiseStack"
"1516","CearaRiseStack"
"1517","CearaRiseStack"
"1518","CearaRiseStack"
"1519","CearaRiseStack"
"1520","CearaRiseStack"
"1521","CearaRiseStack"
"1522","CearaRiseStack"
"1523","CearaRiseStack"
"1524","CearaRiseStack"
"1525","121-758"
"1526","121-758"
"1527","138-851"
"1528","138-851"
"1529","CearaRiseStack"
"1530","CearaRiseStack"
"1531","CearaRiseStack"
"1532","CearaRiseStack"
"1533","CearaRiseStack"
"1534","CearaRiseStack"
"1535","CearaRiseStack"
"1536","CearaRiseStack"
"1537","CearaRiseStack"
"1538","CearaRiseStack"
"1539","CearaRiseStack"
"1540","CearaRiseStack"
"1541","CearaRiseStack"
"1542","CearaRiseStack"
"1543","CearaRiseStack"
"1544","121-758"
"1545","121-758"
"1546","138-851"
"1547","138-851"
"1548","CearaRiseStack"
"1549","CearaRiseStack"
"1550","CearaRiseStack"
"1551","CearaRiseStack"
"1552","CearaRiseStack"
"1553","CearaRiseStack"
"1554","CearaRiseStack"
"1555","CearaRiseStack"
"1556","CearaRiseStack"
"1557","CearaRiseStack"
"1558","CearaRiseStack"
"1559","CearaRiseStack"
"1560","CearaRiseStack"
"1561","CearaRiseStack"
"1562","CearaRiseStack"
"1563","CearaRiseStack"
"1564","CearaRiseStack"
"1565","CearaRiseStack"
"1566","CearaRiseStack"
"1567","CearaRiseStack"
"1568","121-758"
"1569","121-758"
"1570","138-851"
"1571","138-851"
"1572","CearaRiseStack"
"1573","CearaRiseStack"
"1574","CearaRiseStack"
"1575","CearaRiseStack"
"1576","CearaRiseStack"
"1577","CearaRiseStack"
"1578","CearaRiseStack"
"1579","CearaRiseStack"
"1580","CearaRiseStack"
"1581","CearaRiseStack"
"1582","CearaRiseStack"
"1583","CearaRiseStack"
"1584","CearaRiseStack"
"1585","CearaRiseStack"
"1586","CearaRiseStack"
"1587","CearaRiseStack"
"1588","CearaRiseStack"
"1589","CearaRiseStack"
"1590","121-758"
"1591","138-851"
"1592","138-851"
"1593","CearaRiseStack"
"1594","CearaRiseStack"
"1595","CearaRiseStack"
"1596","CearaRiseStack"
"1597","CearaRiseStack"
"1598","CearaRiseStack"
"1599","CearaRiseStack"
"1600","CearaRiseStack"
"1601","CearaRiseStack"
"1602","CearaRiseStack"
"1603","CearaRiseStack"
"1604","CearaRiseStack"
"1605","CearaRiseStack"
"1606","CearaRiseStack"
"1607","CearaRiseStack"
"1608","CearaRiseStack"
"1609","CearaRiseStack"
"1610","CearaRiseStack"
"1611","CearaRiseStack"
"1612","CearaRiseStack"
"1613","CearaRiseStack"
"1614","CearaRiseStack"
"1615","CearaRiseStack"
"1616","121-758"
"1617","138-851"
"1618","CearaRiseStack"
"1619","CearaRiseStack"
"1620","CearaRiseStack"
"1621","CearaRiseStack"
"1622","CearaRiseStack"
"1623","CearaRiseStack"
"1624","CearaRiseStack"
"1625","CearaRiseStack"
"1626","CearaRiseStack"
"1627","CearaRiseStack"
"1628","CearaRiseStack"
"1629","CearaRiseStack"
"1630","121-758"
"1631","121-758"
"1632","138-851"
"1633","138-851"
"1634","CearaRiseStack"
"1635","CearaRiseStack"
"1636","CearaRiseStack"
"1637","CearaRiseStack"
"1638","CearaRiseStack"
"1639","CearaRiseStack"
"1640","CearaRiseStack"
"1641","CearaRiseStack"
"1642","CearaRiseStack"
"1643","CearaRiseStack"
"1644","CearaRiseStack"
"1645","CearaRiseStack"
"1646","CearaRiseStack"
"1647","CearaRiseStack"
"1648","CearaRiseStack"
"1649","CearaRiseStack"
"1650","CearaRiseStack"
"1651","CearaRiseStack"
"1652","CearaRiseStack"
"1653","CearaRiseStack"
"1654","CearaRiseStack"
"1655","CearaRiseStack"
"1656","CearaRiseStack"
"1657","CearaRiseStack"
"1658","CearaRiseStack"
"1659","CearaRiseStack"
"1660","CearaRiseStack"
"1661","121-758"
"1662","121-758"
"1663","CearaRiseStack"
"1664","CearaRiseStack"
"1665","CearaRiseStack"
"1666","CearaRiseStack"
"1667","CearaRiseStack"
"1668","CearaRiseStack"
"1669","CearaRiseStack"
"1670","CearaRiseStack"
"1671","CearaRiseStack"
"1672","CearaRiseStack"
"1673","CearaRiseStack"
"1674","CearaRiseStack"
"1675","CearaRiseStack"
"1676","121-758"
"1677","121-758"
"1678","138-851"
"1679","CearaRiseStack"
"1680","CearaRiseStack"
"1681","CearaRiseStack"
"1682","CearaRiseStack"
"1683","CearaRiseStack"
"1684","CearaRiseStack"
"1685","CearaRiseStack"
"1686","CearaRiseStack"
"1687","CearaRiseStack"
"1688","CearaRiseStack"
"1689","CearaRiseStack"
"1690","CearaRiseStack"
"1691","CearaRiseStack"
"1692","CearaRiseStack"
"1693","CearaRiseStack"
"1694","CearaRiseStack"
"1695","CearaRiseStack"
"1696","CearaRiseStack"
"1697","CearaRiseStack"
"1698","CearaRiseStack"
"1699","121-758"
"1700","121-758"
"1701","138-851"
"1702","CearaRiseStack"
"1703","CearaRiseStack"
"1704","CearaRiseStack"
"1705","CearaRiseStack"
"1706","CearaRiseStack"
"1707","CearaRiseStack"
"1708","CearaRiseStack"
"1709","CearaRiseStack"
"1710","CearaRiseStack"
"1711","CearaRiseStack"
"1712","CearaRiseStack"
"1713","CearaRiseStack"
"1714","CearaRiseStack"
"1715","CearaRiseStack"
"1716","CearaRiseStack"
"1717","CearaRiseStack"
"1718","CearaRiseStack"
"1719","CearaRiseStack"
"1720","CearaRiseStack"
"1721","CearaRiseStack"
"1722","138-851"
"1723","138-851"
"1724","CearaRiseStack"
"1725","CearaRiseStack"
"1726","CearaRiseStack"
"1727","CearaRiseStack"
"1728","CearaRiseStack"
"1729","CearaRiseStack"
"1730","CearaRiseStack"
"1731","CearaRiseStack"
"1732","CearaRiseStack"
"1733","CearaRiseStack"
"1734","CearaRiseStack"
"1735","CearaRiseStack"
"1736","CearaRiseStack"
"1737","CearaRiseStack"
"1738","925"
"1739","121-758"
"1740","CearaRiseStack"
"1741","CearaRiseStack"
"1742","CearaRiseStack"
"1743","CearaRiseStack"
"1744","CearaRiseStack"
"1745","CearaRiseStack"
"1746","CearaRiseStack"
"1747","CearaRiseStack"
"1748","CearaRiseStack"
"1749","CearaRiseStack"
"1750","CearaRiseStack"
"1751","121-758"
"1752","121-758"
"1753","138-851"
"1754","138-851"
"1755","CearaRiseStack"
"1756","CearaRiseStack"
"1757","CearaRiseStack"
"1758","CearaRiseStack"
"1759","CearaRiseStack"
"1760","CearaRiseStack"
"1761","CearaRiseStack"
"1762","CearaRiseStack"
"1763","CearaRiseStack"
"1764","CearaRiseStack"
"1765","CearaRiseStack"
"1766","CearaRiseStack"
"1767","CearaRiseStack"
"1768","121-758"
"1769","121-758"
"1770","138-851"
"1771","138-851"
"1772","138-851"
"1773","CearaRiseStack"
"1774","CearaRiseStack"
"1775","CearaRiseStack"
"1776","CearaRiseStack"
"1777","CearaRiseStack"
"1778","CearaRiseStack"
"1779","CearaRiseStack"
"1780","CearaRiseStack"
"1781","CearaRiseStack"
"1782","CearaRiseStack"
"1783","CearaRiseStack"
"1784","CearaRiseStack"
"1785","121-758"
"1786","121-758"
"1787","138-851"
"1788","CearaRiseStack"
"1789","CearaRiseStack"
"1790","CearaRiseStack"
"1791","CearaRiseStack"
"1792","CearaRiseStack"
"1793","CearaRiseStack"
"1794","CearaRiseStack"
"1795","CearaRiseStack"
"1796","CearaRiseStack"
"1797","121-758"
"1798","138-851"
"1799","138-851"
"1800","138-851"
"1801","CearaRiseStack"
"1802","CearaRiseStack"
"1803","CearaRiseStack"
"1804","CearaRiseStack"
"1805","CearaRiseStack"
"1806","CearaRiseStack"
"1807","CearaRiseStack"
"1808","CearaRiseStack"
"1809","CearaRiseStack"
"1810","CearaRiseStack"
"1811","CearaRiseStack"
"1812","CearaRiseStack"
"1813","CearaRiseStack"
"1814","121-758"
"1815","121-758"
"1816","90-590"
"1817","138-851"
"1818","138-851"
"1819","CearaRiseStack"
"1820","CearaRiseStack"
"1821","CearaRiseStack"
"1822","CearaRiseStack"
"1823","CearaRiseStack"
"1824","CearaRiseStack"
"1825","CearaRiseStack"
"1826","CearaRiseStack"
"1827","CearaRiseStack"
"1828","CearaRiseStack"
"1829","CearaRiseStack"
"1830","CearaRiseStack"
"1831","CearaRiseStack"
"1832","CearaRiseStack"
"1833","CearaRiseStack"
"1834","121-758"
"1835","121-758"
"1836","138-851"
"1837","CearaRiseStack"
"1838","CearaRiseStack"
"1839","CearaRiseStack"
"1840","CearaRiseStack"
"1841","CearaRiseStack"
"1842","CearaRiseStack"
"1843","CearaRiseStack"
"1844","CearaRiseStack"
"1845","CearaRiseStack"
"1846","CearaRiseStack"
"1847","CearaRiseStack"
"1848","121-758"
"1849","138-851"
"1850","138-851"
"1851","CearaRiseStack"
"1852","CearaRiseStack"
"1853","CearaRiseStack"
"1854","CearaRiseStack"
"1855","CearaRiseStack"
"1856","CearaRiseStack"
"1857","CearaRiseStack"
"1858","CearaRiseStack"
"1859","CearaRiseStack"
"1860","121-758"
"1861","121-758"
"1862","138-851"
"1863","138-851"
"1864","CearaRiseStack"
"1865","CearaRiseStack"
"1866","CearaRiseStack"
"1867","CearaRiseStack"
"1868","CearaRiseStack"
"1869","CearaRiseStack"
"1870","CearaRiseStack"
"1871","CearaRiseStack"
"1872","CearaRiseStack"
"1873","CearaRiseStack"
"1874","CearaRiseStack"
"1875","121-758"
"1876","121-758"
"1877","121-758"
"1878","138-851"
"1879","138-851"
"1880","CearaRiseStack"
"1881","CearaRiseStack"
"1882","CearaRiseStack"
"1883","CearaRiseStack"
"1884","CearaRiseStack"
"1885","CearaRiseStack"
"1886","CearaRiseStack"
"1887","CearaRiseStack"
"1888","CearaRiseStack"
"1889","CearaRiseStack"
"1890","CearaRiseStack"
"1891","CearaRiseStack"
"1892","CearaRiseStack"
"1893","CearaRiseStack"
"1894","CearaRiseStack"
"1895","CearaRiseStack"
"1896","138-851"
"1897","138-851"
"1898","CearaRiseStack"
"1899","CearaRiseStack"
"1900","CearaRiseStack"
"1901","CearaRiseStack"
"1902","CearaRiseStack"
"1903","CearaRiseStack"
"1904","CearaRiseStack"
"1905","CearaRiseStack"
"1906","CearaRiseStack"
"1907","CearaRiseStack"
"1908","CearaRiseStack"
"1909","CearaRiseStack"
"1910","CearaRiseStack"
"1911","121-758"
"1912","121-758"
"1913","138-851"
"1914","138-851"
"1915","CearaRiseStack"
"1916","CearaRiseStack"
"1917","CearaRiseStack"
"1918","CearaRiseStack"
"1919","CearaRiseStack"
"1920","CearaRiseStack"
"1921","CearaRiseStack"
"1922","CearaRiseStack"
"1923","CearaRiseStack"
"1924","CearaRiseStack"
"1925","CearaRiseStack"
"1926","CearaRiseStack"
"1927","CearaRiseStack"
"1928","CearaRiseStack"
"1929","CearaRiseStack"
"1930","121-758"
"1931","138-851"
"1932","138-851"
"1933","CearaRiseStack"
"1934","CearaRiseStack"
"1935","CearaRiseStack"
"1936","CearaRiseStack"
"1937","CearaRiseStack"
"1938","CearaRiseStack"
"1939","CearaRiseStack"
"1940","121-758"
"1941","121-758"
"1942","121-758"
"1943","138-851"
"1944","138-851"
"1945","138-851"
"1946","CearaRiseStack"
"1947","CearaRiseStack"
"1948","CearaRiseStack"
"1949","CearaRiseStack"
"1950","CearaRiseStack"
"1951","CearaRiseStack"
"1952","CearaRiseStack"
"1953","CearaRiseStack"
"1954","121-758"
"1955","138-851"
"1956","138-851"
"1957","138-851"
"1958","138-851"
"1959","CearaRiseStack"
"1960","CearaRiseStack"
"1961","CearaRiseStack"
"1962","CearaRiseStack"
"1963","CearaRiseStack"
"1964","CearaRiseStack"
"1965","CearaRiseStack"
"1966","CearaRiseStack"
"1967","CearaRiseStack"
"1968","CearaRiseStack"
"1969","121-758"
"1970","121-758"
"1971","138-851"
"1972","138-851"
"1973","CearaRiseStack"
"1974","CearaRiseStack"
"1975","CearaRiseStack"
"1976","CearaRiseStack"
"1977","CearaRiseStack"
"1978","CearaRiseStack"
"1979","CearaRiseStack"
"1980","CearaRiseStack"
"1981","CearaRiseStack"
"1982","CearaRiseStack"
"1983","CearaRiseStack"
"1984","CearaRiseStack"
"1985","CearaRiseStack"
"1986","CearaRiseStack"
"1987","CearaRiseStack"
"1988","CearaRiseStack"
"1989","CearaRiseStack"
"1990","CearaRiseStack"
"1991","CearaRiseStack"
"1992","121-758"
"1993","121-758"
"1994","138-851"
"1995","138-851"
"1996","CearaRiseStack"
"1997","CearaRiseStack"
"1998","CearaRiseStack"
"1999","CearaRiseStack"
"2000","CearaRiseStack"
"2001","CearaRiseStack"
"2002","CearaRiseStack"
"2003","CearaRiseStack"
"2004","CearaRiseStack"
"2005","CearaRiseStack"
"2006","CearaRiseStack"
"2007","CearaRiseStack"
"2008","CearaRiseStack"
"2009","CearaRiseStack"
"2010","CearaRiseStack"
"2011","CearaRiseStack"
"2012","CearaRiseStack"
"2013","CearaRiseStack"
"2014","121-758"
"2015","138-851"
"2016","CearaRiseStack"
"2017","CearaRiseStack"
"2018","CearaRiseStack"
"2019","CearaRiseStack"
"2020","CearaRiseStack"
"2021","CearaRiseStack"
"2022","CearaRiseStack"
"2023","CearaRiseStack"
"2024","CearaRiseStack"
"2025","CearaRiseStack"
"2026","CearaRiseStack"
"2027","CearaRiseStack"
"2028","CearaRiseStack"
"2029","CearaRiseStack"
"2030","CearaRiseStack"
"2031","CearaRiseStack"
"2032","CearaRiseStack"
"2033","CearaRiseStack"
"2034","CearaRiseStack"
"2035","CearaRiseStack"
"2036","CearaRiseStack"
"2037","121-758"
"2038","121-758"
"2039","138-851"
"2040","138-851"
"2041","CearaRiseStack"
"2042","CearaRiseStack"
"2043","CearaRiseStack"
"2044","CearaRiseStack"
